Id,SalePrice
2658,122961.605169103
2718,173178.21821583595
2414,218759.24301921317
1989,102186.49367330919
625,187129.61886482782
333,87961.67635514769
1327,100055.42509843859
858,184577.66688652846
95,177252.08544730465
1568,177784.01955861627
2482,173150.4230981962
1364,119021.50606301986
2584,133742.11606336024
818,271772.10541610804
2673,152679.40767422126
2089,118275.92504480651
1297,149228.56124733394
790,103345.86171878567
2616,209641.03018507073
720,196609.34345626857
222,184135.33452754127
557,122710.07861657417
1148,215263.59507540663
2766,147046.97469165246
534,198247.10358955438
1452,125930.4230869715
630,98181.75705841053
2648,146047.43642122537
125,170073.96860255065
1904,35809.79603635843
1670,96289.31958787891
756,85808.88861442936
717,211050.0424418293
1032,169832.65368397126
852,223379.9638184219
1731,187469.58161905082
2639,104955.2791858967
2071,60330.21057239614
1267,138728.21169962722
1851,190495.92648648543
567,169734.30646727784
2439,219724.23714941455
1898,153796.21601753868
647,182215.03964396333
2256,250334.96534060553
979,103721.04310743314
1444,220138.1139063466
2485,122518.48494519954
157,123240.63804778931
88,131690.27022894577
2003,110508.4425272235
186,212751.2930180509
1425,238301.21520882487
2695,137326.14958403737
738,110974.57226201856
395,175366.71455913546
1353,169068.0401732622
1878,145602.70949943806
390,145406.40024561892
1456,227203.354343956
1103,296097.1495982
1387,107684.37553527678
2070,162256.42329220806
1199,174184.10393591307
2479,190746.21556452138
501,327520.1410492577
2362,87199.32693988865
1718,218623.35851432252
2188,113679.78707798109
1483,182609.33998569156
2557,76260.03767482756
437,350127.3157822306
2224,235250.2673800548
1628,182158.52790051175
397,149067.0803178904
587,196220.36934885546
2182,546233.3499461283
971,118401.41882630684
2611,150293.73413832777
1887,81259.68697877844
2399,343833.97582481324
2148,204132.76103465795
304,101182.20599451242
1997,142947.12423863198
2817,102217.24149146311
1431,214113.69516500854
427,298268.98728093365
263,125251.6034110728
598,171858.78123031603
2895,244412.64140350866
687,141043.43242519573
1822,155366.2261961392
2191,86114.60526644994
179,98368.30152349184
1009,210440.72135622072
2010,129546.68684714068
1991,141756.9275475121
1411,201369.0954418875
1721,228959.6096557237
1144,192203.7123261947
593,214159.59872823613
575,357822.08856991626
1249,187547.54293925385
1604,126112.22769141753
1064,411489.1203960348
1923,153879.4340903462
1988,150125.4558512117
2325,184734.78365125728
114,195918.6072088511
2700,170353.7966344612
217,130991.88127686868
343,191044.8492451103
386,222625.81056415773
2005,85564.33720621762
2908,138896.8731568365
1814,242221.6713437358
2446,469885.7334557283
208,173090.38767836458
1679,115234.95033521681
822,320500.6855127381
6,199226.57652476933
1781,355576.9325989792
2397,298068.9177943822
2340,291649.5785841414
1618,169583.16519540802
2843,133904.24210458837
1061,340708.10953041876
2786,133433.46775756724
1935,139327.1099200167
1341,119577.96751344836
521,248220.22035890777
2136,136624.076035589
996,201530.33886374166
227,144667.11190665184
135,177352.48375432473
1167,161560.25361011073
294,233880.67250941598
1776,200950.60853777267
540,186184.89008738045
1717,217531.40224795177
2303,139160.28551369964
116,188816.13391731802
127,146734.83923813573
1371,121870.98782912173
1014,130593.71813056424
1507,98560.43553357484
702,151614.46802328684
750,133493.94334632083
261,149152.80037739663
1559,45070.63462087128
577,222396.44596178798
2812,198163.39744508508
2080,164526.79490177362
1368,119178.56465003715
2376,115734.13964138213
659,126117.50476537754
1235,141387.35325417045
332,70965.5488134007
1917,152109.93611927243
2094,254721.3146286007
1460,271047.34462784795
1471,235757.07157404185
1509,108934.97298183212
1922,131477.40339887928
433,416122.5384176634
460,272698.3100695659
1116,236965.58722588877
1137,179543.88832538048
53,195176.5822921378
2354,267625.5397620218
1475,201737.90046003123
1761,456068.9349355855
842,147051.21121798403
2739,190163.8150287655
2509,164777.5562276775
1007,212514.57930557898
2610,199703.95563508067
1952,101223.11771797895
2719,169343.229363248
2921,86924.44968209136
1966,133269.01030481447
292,107728.92349019293
1204,196571.55432911665
1829,275007.9569284373
2419,192553.48668601472
391,163857.23147904195
798,108495.16827042807
481,208943.45088684582
193,179339.3562929121
555,118844.68992972525
899,11615.63711697809
2357,174157.79973036557
328,152746.97894442035
1356,122960.49834319211
1154,104103.0750275177
1730,190950.29127498736
2249,147962.9774475728
1119,265646.2272383642
2856,143933.5427889638
1394,142338.80805923586
2587,115170.5160719451
61,281394.94776743447
2661,150153.06635560945
2711,119923.35787743882
1147,195992.4227665692
757,119851.18425744805
2623,55268.02723569702
2378,138916.21896524483
1413,159299.98537215276
1722,223138.32730008598
1112,242506.14687172172
1623,188751.77167396276
1201,215959.35848007427
1513,122235.530481648
957,359772.06730072445
1171,278699.10315246787
1145,202118.53256976182
2726,244593.1559737854
703,153017.01319676312
760,115493.48108498153
1964,149795.57258765062
2512,185915.65886775186
159,107453.69570361303
1281,171227.0839123447
468,206851.82125621111
290,109408.41679021168
665,120311.43590968312
1463,243582.76722412737
1792,212878.93875392177
923,125523.255526896
500,267341.0583902496
1408,168499.99638828982
331,73512.3925847318
170,144984.22736884415
2192,96042.6917749801
2571,280205.8908679288
2314,164166.11383953932
2647,93585.67859598884
422,397514.96369298146
2457,332145.4698155802
1838,209351.12912730844
2805,239201.35075605102
1645,152354.03305989233
1711,300717.19776653865
2825,260447.23980121326
322,313542.526680012
2103,250427.8517608336
342,94357.78787556179
600,138386.2984143145
488,178900.01810006
1725,290371.30983572843
2246,282860.83293139
2847,139661.99284530777
806,233496.65666821078
530,238808.45779597748
963,201069.87862720783
2678,95032.45907195748
171,96439.17458791133
2401,385409.0428285111
805,239892.2356563622
2259,306553.96827920433
1748,207174.78458863075
1361,140971.5342477137
1677,127230.83906572075
1406,156495.59086736868
2322,258973.97148906012
688,154428.81580234435
143,146937.44368412357
804,220068.02225465846
1214,155784.31267056422
2828,139843.35390257952
1999,150919.2391524634
2467,192050.30727769353
2665,173694.61842600204
1538,372511.95821201964
398,112984.42646940204
2822,134302.804072241
2157,175750.4182640309
1856,188504.74514810325
1269,74299.54271500817
2570,112311.13763791921
2320,231837.81892266724
1517,120124.48560210149
2304,130831.9041266311
1312,85553.9863032398
2012,141848.79880180146
506,234025.05676794614
2865,208840.4395733946
2367,111541.49762150345
554,51967.687534411176
238,135177.19881102565
1954,115879.97273524215
2488,136605.44402227935
2291,65371.63215748771
1969,81967.55106195725
2725,164670.21976688874
1482,178321.0228971192
2763,220143.80662948417
503,254452.49638845664
1584,263932.9527376381
1531,105778.14255447064
2210,166613.82433773848
459,306645.05351758783
556,136113.0518892198
1347,126494.61320646736
1290,56295.431161754095
1388,92200.95419246014
1571,297548.701344418
2754,212318.12821387046
765,135852.07038522253
2494,126819.34216802841
2870,250854.58664964832
7,219500.06652613255
1114,237924.32564815512
2418,284882.5969757197
291,147958.52323820733
18,298990.3576288779
39,347382.1960895287
1001,243132.73340457925
2442,255315.14718790914
616,131236.539696817
2680,45074.059282086324
1414,143608.33561833846
289,153320.57936945494
40,225365.11108230375
860,129254.89977305658
409,141994.5033195944
673,152618.68319958582
2427,195038.6696417356
2036,252452.80927768163
2564,137309.4613667866
642,173929.60845805824
1008,192693.42574857018
1908,165307.7775567398
2519,220934.27680889243
1369,93294.03977056796
2855,150215.80334440546
712,102003.4414106892
1943,128428.78331695817
1958,129978.85527572724
107,194034.95128021063
2295,227415.272384984
704,106760.66157572455
676,144216.30660104475
259,189515.9512936585
93,257205.42748292274
106,227899.5128186083
2315,185192.6822764125
1050,105478.40516137659
1095,224094.47428176308
2709,164443.09714091173
758,128843.12977398864
1496,155975.45820633604
2370,145908.67894631875
2458,289862.7095292514
2733,143753.3923244669
161,308352.3265609562
726,143494.2898801041
845,217014.81325861867
947,245084.43619505837
2232,111535.41109297263
2563,139638.05995057704
2299,145305.38828771785
211,46135.845860349276
605,153892.2626473896
1478,210057.8469417273
2247,284062.52517066424
2274,209371.84968118585
2869,240838.97725324304
967,223197.688906602
2656,127424.82113717987
667,213277.5364609351
1042,126484.23445866733
2023,145131.54253788025
2447,372890.18593955704
2055,125341.8617042991
2275,261391.80400131998
2204,177771.7917729408
1563,269836.3705484984
483,221060.64391226205
796,178986.0478631671
1526,142657.55784522637
2042,121072.52416041968
442,310586.90001110476
1693,308408.8201269803
1468,230778.82243640872
1430,210930.2281562266
2605,151486.53749753718
